"Id","s20q1","s20q2","s20q3","s20q4","s20q5","s20q6_1","s20q6_2","s20q6_3","s20q6_4","s20q7_1","s20q7_2","s20q7_3","s20q7_4","s20q8_1","s20q8_2","s20q8_3","s20q8_4","s20q8_5","s20q8_6","s20q8_7","s20q8_8","s20q8_9","s20q8_10","s20q9","s20q10","s20q11","s20q12","s20q13","s20q14","s20q15","s20q16","s20q17","s20q18","s20q19","s20q20","s20q21","s20q22","s20q23","s20q24","s20q25","s20q26","s20q27","s20q28","s20q29","s20q30","s20q31","s20q32","s20q33","s20q34","s20q35","s20q36","s20q37","s20q38","s20q39","s20q40","s20q41","s20q42","s20q43","s20q44","s20q45","s20q46","s20q47","s20q48","s20q49","s20q50","s20q51","s20q52","s20q53","s20q54","s20q55","s20q56","s20q57","s20q58","s20q59","s20q60","s20q61","s20q62_1","s20q62_2","s20q62_3","s20q62_4","s20q62_5","s20q62_6","s20q63","s20q64","s20q65","s20q66","s20q67","s20","AAR","AlderKat","Kommune2015","Fylke","Kommunestr","Spraak","Kommune2013","s20ACSI"
"8hzAkfu",1.000000,2.000000,3.000000,1.000000,2.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,5.000000,6.000000,4.000000,8.000000,6.000000,6.000000,4.000000,3.000000,4.000000,8.000000,4.000000,4.000000,5.000000,1.000000,4.000000,4.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,5.000000,8.000000,5.000000,5.000000,8.000000,8.000000,5.000000,6.000000,6.000000,8.000000,8.000000,8.000000,7.000000,7.000000,6.000000,7.000000,7.000000,7.000000,6.000000,5.000000,6.000000,6.000000,8.000000,6.000000,6.000000,5.000000,8.000000,4.000000,,,,,,,,,5.000000,4.000000,5.000000,3.000000,5.000000,1.000000,3.000000,2.000000,"1201",12.000000,4.000000,2.000000,,50.000000
"8jcAewu",2.000000,1.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,8.000000,7.000000,5.000000,5.000000,5.000000,5.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,2.000000,4.000000,5.000000,8.000000,5.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,6.000000,5.000000,8.000000,5.000000,8.000000,5.000000,6.000000,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,5.000000,5.000000,6.000000,6.000000,8.000000,6.000000,5.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,1.000000,3.000000,3.000000,"0716",7.000000,2.000000,2.000000,,83.330000
"8kaAagu",,2.000000,3.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,1.000000,,,,,7.000000,7.000000,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7.000000,7.000000,1.000000,3.000000,5.000000,"1426",14.000000,2.000000,2.000000,,100.000000
"8kgAx25",,3.000000,,1.000000,,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,,6.000000,5.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,7.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,5.000000,8.000000,8.000000,6.000000,8.000000,6.000000,6.000000,5.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,6.000000,6.000000,7.000000,1.000000,3.000000,5.000000,"0237",2.000000,3.000000,2.000000,,88.88666666666666
"8kzAmuu",1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,7.000000,8.000000,7.000000,5.000000,5.000000,6.000000,8.000000,8.000000,8.000000,6.000000,6.000000,7.000000,7.000000,8.000000,6.000000,8.000000,8.000000,7.000000,6.000000,8.000000,8.000000,8.000000,8.000000,7.000000,7.000000,8.000000,7.000000,8.000000,7.000000,7.000000,6.000000,8.000000,8.000000,7.000000,6.000000,6.000000,7.000000,7.000000,7.000000,7.000000,5.000000,5.000000,5.000000,8.000000,8.000000,8.000000,6.000000,6.000000,4.000000,,,,,,,,,7.000000,7.000000,8.000000,8.000000,6.000000,1.000000,3.000000,4.000000,"1426",14.000000,2.000000,2.000000,,100.000000
"8msAe26",,,,,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.000000,8.000000,8.000000,8.000000,8.000000,1.000000,3.000000,4.000000,"0301",3.000000,4.000000,2.000000,,
"8msAu25",1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,8.000000,7.000000,7.000000,8.000000,7.000000,7.000000,6.000000,8.000000,6.000000,8.000000,6.000000,6.000000,6.000000,3.000000,7.000000,7.000000,6.000000,7.000000,7.000000,6.000000,8.000000,8.000000,6.000000,8.000000,6.000000,6.000000,8.000000,7.000000,6.000000,8.000000,7.000000,8.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,6.000000,6.000000,1.000000,3.000000,3.000000,"0704",7.000000,3.000000,2.000000,,94.44333333333333
"8n4Ahr5",1.000000,2.000000,,1.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,1.000000,6.000000,6.000000,5.000000,5.000000,6.000000,6.000000,5.000000,8.000000,6.000000,6.000000,6.000000,1.000000,8.000000,7.000000,6.000000,6.000000,7.000000,5.000000,5.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,6.000000,6.000000,6.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,6.000000,7.000000,6.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,6.000000,8.000000,5.000000,1.000000,3.000000,4.000000,"1813",18.000000,2.000000,2.000000,,83.330000
"8n6Aid5",2.000000,2.000000,5.000000,1.000000,2.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,6.000000,3.000000,8.000000,1.000000,1.000000,2.000000,2.000000,1.000000,8.000000,4.000000,4.000000,4.000000,2.000000,4.000000,4.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,3.000000,5.000000,8.000000,8.000000,8.000000,5.000000,4.000000,4.000000,,,,,,,,,5.000000,5.000000,5.000000,4.000000,4.000000,1.000000,3.000000,3.000000,"1102",11.000000,3.000000,2.000000,,61.11333333333334
"8n7Axe6",1.000000,2.000000,1.000000,1.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,5.000000,5.000000,5.000000,8.000000,8.000000,4.000000,5.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,6.000000,8.000000,7.000000,7.000000,6.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,6.000000,8.000000,7.000000,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,6.000000,6.000000,6.000000,6.000000,7.000000,6.000000,6.000000,6.000000,8.000000,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,6.000000,8.000000,6.000000,1.000000,3.000000,5.000000,"0233",2.000000,3.000000,2.000000,,83.330000
"8nfAld6",1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,4.000000,6.000000,3.000000,8.000000,3.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,6.000000,8.000000,8.000000,7.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,7.000000,8.000000,8.000000,8.000000,7.000000,6.000000,8.000000,5.000000,8.000000,8.000000,8.000000,5.000000,8.000000,4.000000,2.000000,8.000000,8.000000,8.000000,8.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,8.000000,6.000000,6.000000,1.000000,3.000000,1.000000,"1122",11.000000,2.000000,2.000000,,91.66499999999999
"8pbAlaf",2.000000,2.000000,3.000000,1.000000,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,7.000000,7.000000,8.000000,8.000000,2.000000,2.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,4.000000,,,,,,,,,6.000000,6.000000,6.000000,5.000000,6.000000,1.000000,3.000000,2.000000,"0618",6.000000,1.000000,2.000000,,77.77666666666666
"8pnAhyf",1.000000,1.000000,4.000000,1.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,5.000000,5.000000,,6.000000,6.000000,5.000000,6.000000,6.000000,8.000000,8.000000,4.000000,5.000000,8.000000,8.000000,5.000000,,6.000000,6.000000,7.000000,7.000000,,,,3.000000,8.000000,8.000000,5.000000,,,,,,,6.000000,5.000000,5.000000,6.000000,6.000000,5.000000,8.000000,,,,,,,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,8.000000,8.000000,5.000000,1.000000,3.000000,5.000000,"1601",16.000000,4.000000,2.000000,,83.330000
"8pnBtzf",,1.000000,1.000000,1.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,7.000000,6.000000,,,6.000000,6.000000,5.000000,5.000000,1.000000,1.000000,2.000000,2.000000,1.000000,2.000000,3.000000,3.000000,4.000000,5.000000,5.000000,7.000000,5.000000,8.000000,8.000000,,8.000000,8.000000,,,8.000000,6.000000,6.000000,7.000000,8.000000,8.000000,7.000000,6.000000,7.000000,7.000000,7.000000,7.000000,7.000000,5.000000,,5.000000,5.000000,6.000000,6.000000,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,6.000000,5.000000,7.000000,1.000000,3.000000,5.000000,"1502",15.000000,3.000000,2.000000,,83.33333333333333
"8pxAqzg",1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,2.000000,2.000000,5.000000,6.000000,6.000000,6.000000,1.000000,2.000000,2.000000,8.000000,4.000000,3.000000,5.000000,4.000000,5.000000,6.000000,5.000000,7.000000,7.000000,7.000000,5.000000,8.000000,8.000000,8.000000,3.000000,5.000000,2.000000,6.000000,2.000000,6.000000,5.000000,6.000000,3.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,6.000000,6.000000,7.000000,7.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,6.000000,5.000000,7.000000,1.000000,3.000000,3.000000,"1201",12.000000,4.000000,2.000000,,83.33333333333333
"8pxBtzf",,3.000000,2.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,,,,,,,,,,,,,7.000000,,,,7.000000,7.000000,,,,,,7.000000,,,,,,,,,,,,,,,,,,,,,,,7.000000,7.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7.000000,7.000000,1.000000,3.000000,5.000000,"0220",2.000000,3.000000,2.000000,,100.000000
"8q9Apnf",1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,7.000000,7.000000,6.000000,,1.000000,1.000000,5.000000,8.000000,5.000000,8.000000,6.000000,6.000000,6.000000,6.000000,1.000000,1.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,3.000000,5.000000,1.000000,1.000000,1.000000,1.000000,7.000000,5.000000,5.000000,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,,,,1.000000,3.000000,5.000000,"0301",3.000000,4.000000,2.000000,,
"8rfAi8s",1.000000,2.000000,2.000000,1.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,8.000000,5.000000,5.000000,5.000000,5.000000,5.000000,6.000000,5.000000,5.000000,8.000000,8.000000,5.000000,5.000000,5.000000,5.000000,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,6.000000,8.000000,6.000000,6.000000,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,6.000000,6.000000,6.000000,6.000000,5.000000,5.000000,4.000000,,,,,,,,,6.000000,6.000000,6.000000,5.000000,5.000000,1.000000,3.000000,4.000000,"0704",7.000000,3.000000,2.000000,,77.77666666666666
"8rpAxz6",1.000000,,,1.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.000000,,,,,,,,,,,,,,,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7.000000,7.000000,1.000000,3.000000,5.000000,"1102",11.000000,3.000000,2.000000,,100.000000
"8rrAh8t",1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,8.000000,8.000000,8.000000,4.000000,4.000000,8.000000,4.000000,4.000000,4.000000,4.000000,8.000000,8.000000,8.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,4.000000,4.000000,4.000000,4.000000,1.000000,3.000000,3.000000,"1141",11.000000,1.000000,2.000000,,50.000000
"8s5Afkt",2.000000,4.000000,3.000000,1.000000,2.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,8.000000,6.000000,6.000000,3.000000,6.000000,6.000000,6.000000,6.000000,5.000000,6.000000,6.000000,5.000000,6.000000,5.000000,8.000000,6.000000,6.000000,7.000000,6.000000,6.000000,3.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,8.000000,6.000000,5.000000,7.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,6.000000,5.000000,6.000000,6.000000,6.000000,7.000000,6.000000,7.000000,4.000000,,,,,,,,,6.000000,6.000000,7.000000,6.000000,7.000000,1.000000,3.000000,2.000000,"1001",10.000000,3.000000,2.000000,,88.88666666666666
"8s6Bykh",,4.000000,1.000000,1.000000,2.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,6.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,7.000000,5.000000,5.000000,6.000000,2.000000,8.000000,6.000000,6.000000,7.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,6.000000,8.000000,7.000000,6.000000,8.000000,6.000000,6.000000,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,6.000000,5.000000,6.000000,5.000000,8.000000,8.000000,8.000000,5.000000,8.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,1.000000,3.000000,5.000000,"1201",12.000000,4.000000,2.000000,,83.330000
"8t4Arxh",1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,5.000000,3.000000,5.000000,4.000000,3.000000,2.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,6.000000,6.000000,5.000000,5.000000,5.000000,5.000000,4.000000,6.000000,6.000000,8.000000,8.000000,8.000000,7.000000,6.000000,8.000000,8.000000,6.000000,7.000000,6.000000,6.000000,8.000000,8.000000,5.000000,5.000000,5.000000,4.000000,5.000000,4.000000,6.000000,4.000000,2.000000,2.000000,4.000000,4.000000,8.000000,4.000000,4.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,4.000000,4.000000,3.000000,5.000000,1.000000,3.000000,1.000000,"1401",14.000000,2.000000,2.000000,,44.44333333333333
"8u4Ap6t",1.000000,2.000000,1.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,1.000000,,,1.000000,,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,6.000000,,6.000000,6.000000,6.000000,,8.000000,8.000000,6.000000,8.000000,,6.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,4.000000,8.000000,8.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,6.000000,6.000000,8.000000,8.000000,8.000000,1.000000,3.000000,5.000000,"0513",5.000000,1.000000,2.000000,,83.330000
"8u4Bp6t",1.000000,3.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,7.000000,7.000000,6.000000,8.000000,7.000000,7.000000,5.000000,4.000000,4.000000,8.000000,5.000000,5.000000,5.000000,5.000000,8.000000,7.000000,8.000000,5.000000,7.000000,7.000000,2.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,7.000000,8.000000,7.000000,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,6.000000,7.000000,7.000000,6.000000,7.000000,7.000000,7.000000,6.000000,8.000000,6.000000,5.000000,5.000000,6.000000,4.000000,8.000000,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,6.000000,5.000000,6.000000,1.000000,3.000000,5.000000,"1833",18.000000,3.000000,2.000000,,83.33333333333333
"8uaAqgu",1.000000,1.000000,3.000000,1.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,6.000000,7.000000,8.000000,8.000000,4.000000,4.000000,5.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,8.000000,8.000000,8.000000,5.000000,8.000000,8.000000,6.000000,8.000000,6.000000,6.000000,6.000000,8.000000,8.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,5.000000,8.000000,6.000000,6.000000,6.000000,6.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,6.000000,6.000000,6.000000,6.000000,1.000000,3.000000,4.000000,"0805",8.000000,3.000000,2.000000,,83.330000
"8uhAv9h",1.000000,2.000000,4.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,,,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,,8.000000,,7.000000,8.000000,8.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,7.000000,7.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7.000000,7.000000,1.000000,3.000000,4.000000,"0602",6.000000,3.000000,2.000000,,100.000000
"8utAx8h",1.000000,1.000000,1.000000,1.000000,3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,3.000000,8.000000,8.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,6.000000,5.000000,5.000000,6.000000,5.000000,6.000000,4.000000,5.000000,6.000000,6.000000,5.000000,8.000000,8.000000,8.000000,4.000000,4.000000,4.000000,5.000000,8.000000,8.000000,8.000000,5.000000,8.000000,8.000000,6.000000,6.000000,5.000000,5.000000,5.000000,6.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,6.000000,5.000000,4.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,5.000000,5.000000,6.000000,1.000000,3.000000,3.000000,"1003",10.000000,2.000000,2.000000,,66.670000
"8uvAzxh",1.000000,2.000000,3.000000,1.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,7.000000,6.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,7.000000,6.000000,7.000000,7.000000,8.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,8.000000,8.000000,8.000000,7.000000,8.000000,8.000000,7.000000,8.000000,8.000000,8.000000,6.000000,8.000000,8.000000,7.000000,7.000000,8.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,8.000000,8.000000,7.000000,7.000000,7.000000,4.000000,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,7.000000,7.000000,7.000000,7.000000,1.000000,3.000000,5.000000,"0432",4.000000,1.000000,2.000000,,100.000000
