QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Hjelp til reise til og fra arbeid og utdanning,273,1770,1739,Rogaland,Karmøy,11492020,89.595,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1978,1745,Agder,Bykle,42222020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1977,1745,Agder,Valle,42212020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1980,1745,Agder,Åseral,42242020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1983,1745,Agder,Kvinesdal,42272020,63.636,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1982,1745,Agder,Hægebostad,42262020,84.211,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1769,1739,Rogaland,Tysvær,11462020,71.698,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1981,1745,Agder,Lyngdal,42252020,93.023,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1976,1745,Agder,Bygland,42202020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1762,1739,Rogaland,Randaberg,11272020,81.818,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2001,1746,Vestland,Austevoll,46252020,70.588,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2000,1746,Vestland,Bjørnafjorden,46242020,68.696,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1999,1746,Vestland,Samnanger,46232020,84.615,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2002,1746,Vestland,Øygarden,46262020,70.47,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2005,1746,Vestland,Modalen,46292020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1761,1739,Rogaland,Sola,11242020,81.013,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2004,1746,Vestland,Vaksdal,46282020,84.615,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2003,1746,Vestland,Askøy,46272020,73.832,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1763,1739,Rogaland,Strand,11302020,66.667,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1994,1746,Vestland,Ullensvang,46182020,80.556,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1993,1746,Vestland,Kvinnherad,46172020,77.027,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1765,1739,Rogaland,Suldal,11342020,66.667,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1992,1746,Vestland,Tysnes,46162020,100,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1991,1746,Vestland,Fitjar,46152020,85.714,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1998,1746,Vestland,Kvam,46222020,89.655,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1997,1746,Vestland,Voss,46212020,42.069,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1996,1746,Vestland,Ulvik,46202020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1764,1739,Rogaland,Hjelmeland,11332020,100,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1995,1746,Vestland,Eidfjord,46192020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1956,1744,Vestfold og Telemark,Nissedal,38222020,46.154,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1777,1740,Møre og Romsdal,"Sande, Møre og Romsdal",15142020,68.75,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1955,1744,Vestfold og Telemark,Kviteseid,38212020,75,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1954,1744,Vestfold og Telemark,Seljord,38202020,62.5,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1745,388,Norge,Agder,422020,77.748,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1959,1744,Vestfold og Telemark,Vinje,38252020,57.895,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1776,1740,Møre og Romsdal,Vanylven,15112020,52.381,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1958,1744,Vestfold og Telemark,Tokke,38242020,78.571,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1957,1744,Vestfold og Telemark,Fyresdal,38232020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1953,1744,Vestfold og Telemark,Hjartdal,38192020,66.667,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1948,1744,Vestfold og Telemark,Kragerø,38142020,65.385,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1947,1744,Vestfold og Telemark,Bamble,38132020,80.851,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1780,1740,Møre og Romsdal,Hareid,15172020,36.585,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1946,1744,Vestfold og Telemark,Siljan,38122020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1949,1744,Vestfold og Telemark,Drangedal,38152020,65.517,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1778,1740,Møre og Romsdal,"Herøy, Møre og Romsdal",15152020,54.286,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1952,1744,Vestfold og Telemark,Tinn,38182020,50,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1951,1744,Vestfold og Telemark,Midt-Telemark,38172020,75,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1950,1744,Vestfold og Telemark,Nome,38162020,90.909,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1779,1740,Møre og Romsdal,Ulstein,15162020,61.818,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1960,1745,Agder,Risør,42012020,75.51,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1775,1740,Møre og Romsdal,Ålesund,15072020,68.333,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1971,1745,Agder,Lillesand,42152020,72,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1970,1745,Agder,Froland,42142020,82.609,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1740,388,Norge,Møre og Romsdal,152020,69.794,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1969,1745,Agder,Tvedestrand,42132020,62.712,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1772,1739,Rogaland,Vindafjord,11602020,60.714,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1771,1739,Rogaland,Utsira,11512020,0,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1975,1745,Agder,Evje og Hornnes,42192020,90,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1974,1745,Agder,Iveland,42182020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1973,1745,Agder,Åmli,42172020,100,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1972,1745,Agder,Birkenes,42162020,72.414,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1968,1745,Agder,Vegårshei,42122020,53.333,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1774,1740,Møre og Romsdal,Molde,15062020,78.626,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1963,1745,Agder,Kristiansand,42042020,87.56,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1962,1745,Agder,Arendal,42032020,76.433,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1961,1745,Agder,Grimstad,42022020,65.546,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1964,1745,Agder,Lindesnes,42052020,80.682,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1967,1745,Agder,Gjerstad,42112020,78.947,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1773,1740,Møre og Romsdal,Kristiansund,15052020,91.667,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2006,1746,Vestland,Osterøy,46302020,69.565,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1966,1745,Agder,Flekkefjord,42072020,86.667,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1965,1745,Agder,Farsund,42062020,87.805,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2049,1747,Trøndelag,Lierne,50422020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2048,1747,Trøndelag,Snåsa,50412020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2047,1747,Trøndelag,Verdal,50382020,68.085,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2046,1747,Trøndelag,Levanger,50372020,75.294,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1738,388,Norge,"Oslo, fylke",32020,82.632,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2054,1747,Trøndelag,Overhalla,50472020,64.706,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2053,1747,Trøndelag,Høylandet,50462020,100,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2052,1747,Trøndelag,Grong,50452020,61.111,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2051,1747,Trøndelag,Namsskogan,50442020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2050,1747,Trøndelag,Raarvihke - Røyrvik,50432020,,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2045,1747,Trøndelag,Frosta,50362020,58.824,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2040,1747,Trøndelag,Malvik,50312020,83.333,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,1739,388,Norge,Rogaland,112020,82.228,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2039,1747,Trøndelag,Skaun,50292020,61.538,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2038,1747,Trøndelag,Melhus,50282020,76.471,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2044,1747,Trøndelag,Stjørdal,50352020,67.89,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Hjelp til reise til og fra arbeid og utdanning,273,2043,1747,Trøndelag,Meråker,50342020,100,Årlig,Andel søkere/tjenestemottakere med innfridde behov og ønsker om transporttjeneste i forbindelse med arbeid og utdanning.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
